S,E,I,R,Beta
68980,0,0,31020,0.0
68980,0,0,31020,0.0
68980,0,0,31020,0.0
68980,0,0,31020,0.0
68980,0,0,31020,0.0
68980,0,0,31020,0.0
68980,0,0,31020,0.0
68980,0,0,31020,0.0
68980,0,0,31020,0.0
68980,0,0,31020,0.0
68980,0,0,31020,0.0
68980,0,0,31020,0.0
68980,0,0,31020,0.0
68980,0,0,31020,0.0
68980,0,0,31020,0.0
68980,0,0,31020,0.0
68980,0,0,31020,0.0
68980,0,0,31020,0.0
68980,0,0,31020,0.0
68980,0,0,31020,0.0
68980,0,0,31020,0.0
68980,0,0,31020,0.0
68980,0,0,31020,0.0
68980,0,0,31020,0.0
68980,0,0,31020,0.0
68980,0,0,31020,0.0
68980,0,0,31020,0.0
68980,0,0,31020,0.0
68980,0,0,31020,0.0
68980,0,0,31020,0.0
68980,0,0,31020,0.0
68980,0,0,31020,0.0
68980,0,0,31020,0.0
68980,0,0,31020,0.0
68980,0,0,31020,0.0
68980,0,0,31020,0.0
68980,0,0,31020,0.0
68980,0,0,31020,0.0
68980,0,0,31020,0.0
68980,0,0,31020,0.0
68980,0,0,31020,0.0
68980,0,0,31020,0.0
68980,0,0,31020,0.0
68980,0,0,31020,0.0
68980,0,0,31020,0.0
68980,0,0,31020,0.0
68980,0,0,31020,0.0
68980,0,0,31020,0.0
68980,0,0,31020,0.0
68980,0,0,31020,0.0
68980,0,0,31020,0.0
68980,0,0,31020,0.0
68980,0,0,31020,0.0
68980,0,0,31020,0.0
68980,0,0,31020,0.0
68980,0,0,31020,0.0
68980,0,0,31020,0.0
68980,0,0,31020,0.0
68980,0,0,31020,0.0
68980,0,0,31020,0.0
